"","gbifID","occurrenceID","occurrenceStatus","year","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","species","acceptedScientificName"
"1",5104736468,"https://www.inaturalist.org/observations/266816357","PRESENT",2025,43.699085,-79.336678,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"2",5104552176,"https://www.inaturalist.org/observations/266605246","PRESENT",2025,43.723152,-79.311684,14,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"3",5087850463,"https://www.inaturalist.org/observations/265112437","PRESENT",2025,43.779603,-79.382211,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"4",5063803423,"https://www.inaturalist.org/observations/260539708","PRESENT",2023,43.641513,-79.462738,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"5",5008198969,"https://www.inaturalist.org/observations/221638315","PRESENT",2024,43.648033,-79.49537,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"6",5007836530,"https://www.inaturalist.org/observations/257350391","PRESENT",2024,43.696905,-79.464055,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"7",5007815093,"https://www.inaturalist.org/observations/241054924","PRESENT",2024,43.70813,-79.506447,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"8",5007375722,"https://www.inaturalist.org/observations/82771416","PRESENT",2021,43.724487,-79.364297,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"9",4987805105,"https://www.inaturalist.org/observations/95161104","PRESENT",2021,43.732505,-79.37697,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"10",4980551347,"https://www.inaturalist.org/observations/251003874","PRESENT",2024,43.627026,-79.714256,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"11",4954412460,"https://www.inaturalist.org/observations/246935104","PRESENT",2024,43.843383,-79.192878,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"12",4946299209,"https://www.inaturalist.org/observations/211883988","PRESENT",2024,43.771708,-79.458162,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"13",4946266138,"https://www.inaturalist.org/observations/162773986","PRESENT",2023,43.763697,-79.443987,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"14",4946168561,"https://www.inaturalist.org/observations/239986802","PRESENT",2024,43.682716,-79.41229,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"15",4946009195,"https://www.inaturalist.org/observations/240697761","PRESENT",2024,43.875894,-79.489021,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"16",4945989952,"https://www.inaturalist.org/observations/240584981","PRESENT",2024,43.811859,-79.150351,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"17",4945786017,"https://www.inaturalist.org/observations/171600717","PRESENT",2023,43.776753,-79.369094,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"18",4945589229,"https://www.inaturalist.org/observations/171808387","PRESENT",2023,43.770817,-79.361764,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"19",4936932450,"https://www.inaturalist.org/observations/238688235","PRESENT",2024,43.732323,-79.359244,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"20",4936929800,"https://www.inaturalist.org/observations/239473231","PRESENT",2024,44.007786,-79.087825,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"21",4936536437,"https://www.inaturalist.org/observations/238627649","PRESENT",2024,43.872418,-79.139322,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"22",4936363803,"https://www.inaturalist.org/observations/233482374","PRESENT",2024,43.713689,-79.319463,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"23",4936164454,"https://www.inaturalist.org/observations/239506143","PRESENT",2024,43.821608,-79.588905,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"24",4936108532,"https://www.inaturalist.org/observations/238691427","PRESENT",2024,43.735289,-79.357693,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"25",4935698308,"https://www.inaturalist.org/observations/222231696","PRESENT",2024,43.767623,-79.690324,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"26",4926058784,"https://www.inaturalist.org/observations/235887904","PRESENT",2024,43.733506,-79.539041,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"27",4923767659,"https://www.inaturalist.org/observations/235435075","PRESENT",2024,43.80632,-79.105278,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"28",4923685676,"https://www.inaturalist.org/observations/234632038","PRESENT",2024,43.728238,-79.519244,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"29",4921945054,"https://www.inaturalist.org/observations/233536776","PRESENT",2024,43.729248,-79.211546,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"30",4921469401,"https://www.inaturalist.org/observations/233532789","PRESENT",2024,43.72859,-79.219709,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"31",4919579033,"https://www.inaturalist.org/observations/231407069","PRESENT",2024,43.723696,-79.371259,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"32",4919384940,"https://www.inaturalist.org/observations/231427508","PRESENT",2024,43.722801,-79.371401,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"33",4919369836,"https://www.inaturalist.org/observations/232144016","PRESENT",2024,43.827444,-79.368705,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"34",4919216262,"https://www.inaturalist.org/observations/231513608","PRESENT",2024,43.778509,-79.358111,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"35",4910924183,"https://www.inaturalist.org/observations/231087630","PRESENT",2024,43.6786,-79.553453,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"36",4910718048,"https://www.inaturalist.org/observations/230614940","PRESENT",2024,43.724409,-79.361068,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"37",4909162652,"https://www.inaturalist.org/observations/180666948","PRESENT",2023,43.724491,-79.605293,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"38",4908919696,"https://www.inaturalist.org/observations/227511339","PRESENT",2024,43.692381,-79.399729,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"39",4908748459,"https://www.inaturalist.org/observations/229056333","PRESENT",2024,43.801844,-79.356686,18,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"40",4908669387,"https://www.inaturalist.org/observations/228114659","PRESENT",2024,43.842158,-79.617967,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"41",4908649797,"https://www.inaturalist.org/observations/226963831","PRESENT",2024,43.716903,-79.224603,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"42",4908373361,"https://www.inaturalist.org/observations/222948199","PRESENT",2024,43.843781,-79.615051,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"43",4908238689,"https://www.inaturalist.org/observations/180668794","PRESENT",2023,43.726532,-79.609436,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"44",4908221652,"https://www.inaturalist.org/observations/228310216","PRESENT",2024,43.727814,-79.60862,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"45",4908135111,"https://www.inaturalist.org/observations/229921828","PRESENT",2024,43.950885,-79.078818,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"46",4904083448,"https://www.inaturalist.org/observations/226546948","PRESENT",2024,43.764222,-79.440225,10,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"47",4902005158,"https://www.inaturalist.org/observations/222635271","PRESENT",2024,43.818764,-79.496582,13,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"48",4901929053,"https://www.inaturalist.org/observations/79952418","PRESENT",2021,43.831464,-79.171267,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"49",4901926085,"https://www.inaturalist.org/observations/222233869","PRESENT",2024,43.767426,-79.699242,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"50",4901838196,"https://www.inaturalist.org/observations/83721022","PRESENT",2021,43.794174,-79.477977,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"51",4901740363,"https://www.inaturalist.org/observations/224449963","PRESENT",2024,43.768269,-79.200358,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"52",4901555452,"https://www.inaturalist.org/observations/222511660","PRESENT",2024,43.779755,-79.130356,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"53",4901315413,"https://www.inaturalist.org/observations/174083875","PRESENT",2023,43.891052,-79.233986,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"54",4901208420,"https://www.inaturalist.org/observations/224295218","PRESENT",2024,43.773313,-79.357633,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"55",4901118540,"https://www.inaturalist.org/observations/223169603","PRESENT",2024,44.008865,-79.096649,10,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"56",4901105781,"https://www.inaturalist.org/observations/126098262","PRESENT",2022,43.667556,-79.499412,14,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"57",4901060800,"https://www.inaturalist.org/observations/165028668","PRESENT",2023,43.783376,-79.147498,11,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"58",4900959665,"https://www.inaturalist.org/observations/80905762","PRESENT",2021,43.676971,-79.326653,17,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"59",4900900592,"https://www.inaturalist.org/observations/81439898","PRESENT",2021,43.953072,-79.047036,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"60",4892216956,"https://www.inaturalist.org/observations/168641785","PRESENT",2023,43.793096,-79.187172,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"61",4892208987,"https://www.inaturalist.org/observations/186543756","PRESENT",2023,43.687433,-79.386848,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"62",4892196585,"https://www.inaturalist.org/observations/180983554","PRESENT",2023,43.959737,-79.104402,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"63",4892094008,"https://www.inaturalist.org/observations/176754664","PRESENT",2023,43.779342,-79.162662,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"64",4892085310,"https://www.inaturalist.org/observations/220872379","PRESENT",2024,43.824353,-79.168981,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"65",4892024318,"https://www.inaturalist.org/observations/221656534","PRESENT",2024,43.687388,-79.313737,14,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"66",4892010029,"https://www.inaturalist.org/observations/221819523","PRESENT",2024,43.961271,-79.206744,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"67",4891982170,"https://www.inaturalist.org/observations/162472215","PRESENT",2023,43.683112,-79.293436,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"68",4891978252,"https://www.inaturalist.org/observations/221730439","PRESENT",2024,43.674343,-79.358231,20,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"69",4891854665,"https://www.inaturalist.org/observations/184037480","PRESENT",2023,43.70107,-79.359736,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"70",4891839639,"https://www.inaturalist.org/observations/196722835","PRESENT",2024,43.650004,-79.617308,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"71",4891834446,"https://www.inaturalist.org/observations/182573840","PRESENT",2023,43.699891,-79.334951,2,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"72",4891808053,"https://www.inaturalist.org/observations/167373024","PRESENT",2023,43.816772,-79.166901,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"73",4891745276,"https://www.inaturalist.org/observations/200186822","PRESENT",2024,43.815113,-79.164719,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"74",4891738087,"https://www.inaturalist.org/observations/179186341","PRESENT",2023,43.636921,-79.478958,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"75",4891713578,"https://www.inaturalist.org/observations/162473128","PRESENT",2023,43.683454,-79.292734,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"76",4891650434,"https://www.inaturalist.org/observations/179183149","PRESENT",2023,43.634964,-79.48243,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"77",4875591914,"https://www.inaturalist.org/observations/186717387","PRESENT",2023,43.700704,-79.43711,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"78",4875366849,"https://www.inaturalist.org/observations/219219893","PRESENT",2024,43.788926,-79.375596,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"79",4875337056,"https://www.inaturalist.org/observations/220471649","PRESENT",2024,43.664087,-79.457525,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"80",4875317873,"https://www.inaturalist.org/observations/185014382","PRESENT",2023,43.775133,-79.223851,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"81",4875192965,"https://www.inaturalist.org/observations/219837315","PRESENT",2024,43.686212,-79.358745,11,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"82",4875004762,"https://www.inaturalist.org/observations/186546689","PRESENT",2023,43.685875,-79.386321,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"83",4872614700,"https://www.inaturalist.org/observations/217585840","PRESENT",2024,43.790129,-79.592817,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"84",4872537846,"https://www.inaturalist.org/observations/218515282","PRESENT",2024,43.77524,-79.357356,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"85",4872519156,"https://www.inaturalist.org/observations/217489733","PRESENT",2024,43.847389,-79.609362,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"86",4872425872,"https://www.inaturalist.org/observations/218248194","PRESENT",2024,43.802681,-79.37388,10,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"87",4872340246,"https://www.inaturalist.org/observations/217490185","PRESENT",2024,43.847687,-79.609594,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"88",4872310596,"https://www.inaturalist.org/observations/218396976","PRESENT",2024,43.866668,-79.307843,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"89",4872265864,"https://www.inaturalist.org/observations/218514090","PRESENT",2024,43.773314,-79.357666,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"90",4872200383,"https://www.inaturalist.org/observations/217393801","PRESENT",2024,43.802444,-79.374856,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"91",4872169914,"https://www.inaturalist.org/observations/217479626","PRESENT",2024,43.838839,-79.596756,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"92",4872159269,"https://www.inaturalist.org/observations/218009627","PRESENT",2024,43.776673,-79.369059,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"93",4872136493,"https://www.inaturalist.org/observations/217392354","PRESENT",2024,43.797124,-79.381426,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"94",4872111794,"https://www.inaturalist.org/observations/217393553","PRESENT",2024,43.801321,-79.377155,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"95",4872106194,"https://www.inaturalist.org/observations/217393125","PRESENT",2024,43.801038,-79.377505,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"96",4872094985,"https://www.inaturalist.org/observations/218009176","PRESENT",2024,43.777733,-79.369741,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"97",4872055759,"https://www.inaturalist.org/observations/218002593","PRESENT",2024,43.79022,-79.375942,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"98",4868105022,"https://www.inaturalist.org/observations/216328538","PRESENT",2024,43.908763,-79.436012,17,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"99",4863830555,"https://www.inaturalist.org/observations/214466594","PRESENT",2024,43.757479,-79.203592,10,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"100",4855416751,"https://www.inaturalist.org/observations/213475275","PRESENT",2024,43.638445,-79.322868,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"101",4597318906,"https://www.inaturalist.org/observations/201388354","PRESENT",2024,43.857055,-79.11935,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"102",4596853639,"https://www.inaturalist.org/observations/198348430","PRESENT",2024,43.863845,-79.198915,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"103",4535726219,"https://www.inaturalist.org/observations/201357133","PRESENT",2024,43.719581,-79.355743,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"104",4535641901,"https://www.inaturalist.org/observations/200872616","PRESENT",2024,43.779339,-79.182779,14,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"105",4442657620,"https://www.inaturalist.org/observations/191183121","PRESENT",2023,43.710482,-79.246058,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"106",4442578728,"https://www.inaturalist.org/observations/168088832","PRESENT",2023,43.685464,-79.366163,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"107",4442509705,"https://www.inaturalist.org/observations/167487049","PRESENT",2023,43.870442,-79.309958,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"108",4442392192,"https://www.inaturalist.org/observations/189680484","PRESENT",2023,43.706293,-79.2814,13,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"109",4431268727,"https://www.inaturalist.org/observations/188823285","PRESENT",2023,43.704733,-79.456631,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"110",4430514755,"https://www.inaturalist.org/observations/187038734","PRESENT",2023,43.767302,-79.278972,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"111",4424609460,"https://www.inaturalist.org/observations/186540933","PRESENT",2023,43.682126,-79.383515,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"112",4424317813,"https://www.inaturalist.org/observations/186542756","PRESENT",2023,43.686111,-79.385356,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"113",4424211960,"https://www.inaturalist.org/observations/185750118","PRESENT",2023,43.689053,-79.367347,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"114",4413941443,"https://www.inaturalist.org/observations/181461841","PRESENT",2023,43.817979,-79.45519,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"115",4413608194,"https://www.inaturalist.org/observations/182367382","PRESENT",2023,43.836906,-79.303565,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"116",4413412269,"https://www.inaturalist.org/observations/180870879","PRESENT",2023,43.79898,-79.380745,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"117",4405114923,"https://www.inaturalist.org/observations/178721542","PRESENT",2023,43.730101,-79.326357,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"118",4405088779,"https://www.inaturalist.org/observations/179440090","PRESENT",2023,43.698162,-79.303392,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"119",4400318010,"https://www.inaturalist.org/observations/178729610","PRESENT",2023,43.775315,-79.519574,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"120",4400178146,"https://www.inaturalist.org/observations/179561258","PRESENT",2023,43.686471,-79.368726,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"121",4400111191,"https://www.inaturalist.org/observations/179561112","PRESENT",2023,43.686347,-79.368654,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"122",4399972422,"https://www.inaturalist.org/observations/179561032","PRESENT",2023,43.686346,-79.368571,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"123",4177397333,"https://www.inaturalist.org/observations/177465210","PRESENT",2023,43.776028,-79.517845,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"124",4172322709,"https://www.inaturalist.org/observations/176776217","PRESENT",2023,43.678557,-79.553515,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"125",4172205424,"https://www.inaturalist.org/observations/177296422","PRESENT",2023,43.700687,-79.313103,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"126",4172141403,"https://www.inaturalist.org/observations/176689680","PRESENT",2023,43.666086,-79.342067,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"127",4172112533,"https://www.inaturalist.org/observations/176298157","PRESENT",2023,43.628621,-79.475169,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"128",4172048783,"https://www.inaturalist.org/observations/176306456","PRESENT",2023,43.632501,-79.470735,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"129",4171724769,"https://www.inaturalist.org/observations/165924457","PRESENT",2023,43.6474,-79.615044,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"130",4171681059,"https://www.inaturalist.org/observations/175218735","PRESENT",2023,43.778349,-79.334532,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"131",4171303659,"https://www.inaturalist.org/observations/163863043","PRESENT",2023,43.648267,-79.324091,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"132",4171272209,"https://www.inaturalist.org/observations/174984087","PRESENT",2023,43.650361,-79.462239,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"133",4171245119,"https://www.inaturalist.org/observations/173330197","PRESENT",2023,43.648606,-79.467653,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"134",4171155672,"https://www.inaturalist.org/observations/164351976","PRESENT",2023,43.63721,-79.476467,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"135",4171147960,"https://www.inaturalist.org/observations/168902737","PRESENT",2023,43.650712,-79.49285,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"136",4162174129,"https://www.inaturalist.org/observations/172555538","PRESENT",2023,43.662527,-79.451838,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"137",4162101282,"https://www.inaturalist.org/observations/173636493","PRESENT",2023,43.899138,-79.44398,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"138",4162061695,"https://www.inaturalist.org/observations/170189865","PRESENT",2023,43.647837,-79.465822,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"139",4153893342,"https://www.inaturalist.org/observations/172234911","PRESENT",2023,43.727626,-79.214989,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"140",4145389792,"https://www.inaturalist.org/observations/169680640","PRESENT",2023,43.645347,-79.463203,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"141",4138722927,"https://www.inaturalist.org/observations/168656535","PRESENT",2023,43.825953,-79.138257,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"142",4138632394,"https://www.inaturalist.org/observations/168818754","PRESENT",2023,43.822235,-79.590615,13,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
