"","gbifID","occurrenceID","occurrenceStatus","year","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","species","acceptedScientificName"
"143",4138173081,"https://www.inaturalist.org/observations/167862790","PRESENT",2023,43.712463,-79.227089,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"144",4138094516,"https://www.inaturalist.org/observations/167802100","PRESENT",2023,43.659456,-79.306533,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"145",4137750981,"https://www.inaturalist.org/observations/167208143","PRESENT",2023,43.798409,-79.478613,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"146",4137748352,"https://www.inaturalist.org/observations/32435875","PRESENT",2019,43.717267,-79.224631,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"147",4137640974,"https://www.inaturalist.org/observations/164102157","PRESENT",2023,43.864051,-79.322478,14,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"148",4137636275,"https://www.inaturalist.org/observations/166863772","PRESENT",2023,43.647699,-79.522622,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"149",4134065768,"https://www.inaturalist.org/observations/166588603","PRESENT",2023,43.828369,-79.089622,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"150",4127063628,"https://www.inaturalist.org/observations/164503630","PRESENT",2023,43.697426,-79.299876,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"151",4112101377,"https://www.inaturalist.org/observations/122520041","PRESENT",2022,43.759497,-79.157355,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"152",4062876599,"https://www.inaturalist.org/observations/150153792","PRESENT",2021,43.649325,-79.622008,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"153",3986246965,"https://www.inaturalist.org/observations/142770008","PRESENT",2022,43.742591,-79.516667,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"154",3947811794,"https://www.inaturalist.org/observations/135565564","PRESENT",2022,43.827251,-79.26744,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"155",3947310471,"https://www.inaturalist.org/observations/88943416","PRESENT",2021,43.647689,-79.459602,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"156",3947078682,"https://www.inaturalist.org/observations/139038803","PRESENT",2022,43.8275,-79.308753,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"157",3923358971,"https://www.inaturalist.org/observations/136914622","PRESENT",2022,43.827414,-79.267351,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"158",3915688302,"https://www.inaturalist.org/observations/136564236","PRESENT",2022,43.771453,-79.363072,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"159",3915351794,"https://www.inaturalist.org/observations/136563907","PRESENT",2022,43.771393,-79.362924,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"160",3912477639,"https://www.inaturalist.org/observations/135652418","PRESENT",2022,43.830507,-79.267655,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"161",3912475444,"https://www.inaturalist.org/observations/135625844","PRESENT",2022,43.828728,-79.266892,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"162",3912467460,"https://www.inaturalist.org/observations/135622676","PRESENT",2022,43.827167,-79.267385,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"163",3912392241,"https://www.inaturalist.org/observations/135622695","PRESENT",2022,43.827081,-79.267332,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"164",3912384520,"https://www.inaturalist.org/observations/135652431","PRESENT",2022,43.83049,-79.26761,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"165",3912355058,"https://www.inaturalist.org/observations/135609605","PRESENT",2022,43.827145,-79.267459,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"166",3912352291,"https://www.inaturalist.org/observations/135622867","PRESENT",2022,43.826925,-79.266824,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"167",3912299811,"https://www.inaturalist.org/observations/135507315","PRESENT",2022,43.778946,-79.380176,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"168",3912279875,"https://www.inaturalist.org/observations/135622990","PRESENT",2022,43.827028,-79.266698,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"169",3912158937,"https://www.inaturalist.org/observations/135609564","PRESENT",2022,43.827239,-79.267657,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"170",3912004296,"https://www.inaturalist.org/observations/135622918","PRESENT",2022,43.826925,-79.266779,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"171",3903659536,"https://www.inaturalist.org/observations/134608528","PRESENT",2022,44.007355,-79.072319,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"172",3903566204,"https://www.inaturalist.org/observations/133401169","PRESENT",2022,43.681578,-79.390731,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"173",3903484173,"https://www.inaturalist.org/observations/134736848","PRESENT",2022,43.784263,-79.187745,19,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"174",3903050226,"https://www.inaturalist.org/observations/131813039","PRESENT",2022,43.85972,-79.446075,11,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"175",3902980801,"https://www.inaturalist.org/observations/132175495","PRESENT",2022,43.882117,-79.084641,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"176",3902815218,"https://www.inaturalist.org/observations/132039586","PRESENT",2022,43.6744,-79.512512,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"177",3902663029,"https://www.inaturalist.org/observations/132018542","PRESENT",2022,43.772103,-79.601142,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"178",3902528977,"https://www.inaturalist.org/observations/131790512","PRESENT",2022,43.822587,-79.020303,18,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"179",3902132261,"https://www.inaturalist.org/observations/123912818","PRESENT",2022,43.616527,-79.373058,17,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"180",3892302347,"https://www.inaturalist.org/observations/82771666","PRESENT",2021,43.723767,-79.363983,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"181",3892288865,"https://www.inaturalist.org/observations/130496343","PRESENT",2022,44.015655,-79.417005,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"182",3889040839,"https://www.inaturalist.org/observations/129690579","PRESENT",2022,43.634972,-79.482399,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"183",3881701495,"https://www.inaturalist.org/observations/127245244","PRESENT",2022,43.725476,-79.609545,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"184",3881694149,"https://www.inaturalist.org/observations/128457613","PRESENT",2022,43.678636,-79.551764,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"185",3873843614,"https://www.inaturalist.org/observations/127591738","PRESENT",2022,43.817455,-79.309813,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"186",3860733981,"https://www.inaturalist.org/observations/123285149","PRESENT",2022,43.82704,-79.272983,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"187",3860528568,"https://www.inaturalist.org/observations/122823773","PRESENT",2022,43.857191,-79.059248,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"188",3860460686,"https://www.inaturalist.org/observations/120511065","PRESENT",2022,43.821274,-79.167645,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"189",3860097225,"https://www.inaturalist.org/observations/122362463","PRESENT",2022,43.687283,-79.36544,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"190",3860019408,"https://www.inaturalist.org/observations/125057784","PRESENT",2022,43.720895,-79.293468,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"191",3859312807,"https://www.inaturalist.org/observations/124094483","PRESENT",2022,43.811603,-79.173325,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"192",3858781113,"https://www.inaturalist.org/observations/122191214","PRESENT",2022,43.865178,-79.244829,3,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"193",3802773345,"https://www.inaturalist.org/observations/118717103","PRESENT",2022,43.864758,-79.310662,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"194",3802725220,"https://www.inaturalist.org/observations/118426964","PRESENT",2022,43.829844,-79.267116,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"195",3802634925,"https://www.inaturalist.org/observations/118426779","PRESENT",2022,43.830275,-79.267077,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"196",3802305606,"https://www.inaturalist.org/observations/117865546","PRESENT",2022,43.692335,-79.399819,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"197",3784735700,"https://www.inaturalist.org/observations/117594959","PRESENT",2022,43.766323,-79.461799,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"198",3773177838,"https://www.inaturalist.org/observations/116547139","PRESENT",2022,43.642877,-79.459813,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"199",3760151923,"https://www.inaturalist.org/observations/111396973","PRESENT",2022,43.769314,-79.359461,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"200",3759405939,"https://www.inaturalist.org/observations/111396914","PRESENT",2022,43.768879,-79.359738,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"201",3499460482,"https://www.inaturalist.org/observations/103274023","PRESENT",2021,43.818319,-79.309922,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"202",3465923134,"https://www.inaturalist.org/observations/105783845","PRESENT",2021,43.817615,-79.169131,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"203",3455194389,"https://www.inaturalist.org/observations/7119086","PRESENT",2017,43.873,-79.132763,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"204",3455186450,"https://www.inaturalist.org/observations/51099599","PRESENT",2020,43.821289,-79.16847,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"205",3384825226,"https://www.inaturalist.org/observations/97009371","PRESENT",2021,43.813644,-79.140106,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"206",3384732584,"https://www.inaturalist.org/observations/96409795","PRESENT",2021,43.856785,-79.422729,19,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"207",3384471331,"https://www.inaturalist.org/observations/96288052","PRESENT",2021,43.832675,-79.16005,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"208",3384243105,"https://www.inaturalist.org/observations/92029893","PRESENT",2021,43.647908,-79.464241,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"209",3344104573,"https://www.inaturalist.org/observations/92290065","PRESENT",2021,43.772077,-79.137418,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"210",3338111685,"https://www.inaturalist.org/observations/91249776","PRESENT",2021,43.867174,-79.270025,7,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"211",3338053813,"https://www.inaturalist.org/observations/91247405","PRESENT",2021,43.826305,-79.312753,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"212",3337712794,"https://www.inaturalist.org/observations/91188174","PRESENT",2021,43.808815,-79.369606,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"213",3337496662,"https://www.inaturalist.org/observations/87339272","PRESENT",2021,43.943337,-79.437287,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"214",3335453052,"https://www.inaturalist.org/observations/89531167","PRESENT",2021,43.742456,-79.317893,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"215",3335394580,"https://www.inaturalist.org/observations/89142127","PRESENT",2021,43.800792,-79.379045,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"216",3335394228,"https://www.inaturalist.org/observations/89698538","PRESENT",2021,43.674908,-79.295029,13,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"217",3335161928,"https://www.inaturalist.org/observations/89432689","PRESENT",2021,43.6992,-79.307498,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"218",3335159164,"https://www.inaturalist.org/observations/89653933","PRESENT",2021,43.67867,-79.370932,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"219",3335126044,"https://www.inaturalist.org/observations/89555040","PRESENT",2021,43.74136,-79.320764,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"220",3333550510,"https://www.inaturalist.org/observations/89085814","PRESENT",2021,43.816966,-79.584877,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"221",3333125964,"https://www.inaturalist.org/observations/88565398","PRESENT",2021,43.778127,-79.371989,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"222",3333085881,"https://www.inaturalist.org/observations/88453442","PRESENT",2021,43.749553,-79.274217,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"223",3330894324,"https://www.inaturalist.org/observations/87898289","PRESENT",2021,43.931728,-79.448417,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"224",3330884602,"https://www.inaturalist.org/observations/88185391","PRESENT",2021,43.685238,-79.300445,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"225",3330638141,"https://www.inaturalist.org/observations/87722061","PRESENT",2021,43.791434,-79.146539,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"226",3327995894,"https://www.inaturalist.org/observations/86483681","PRESENT",2021,43.700062,-79.353067,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"227",3327975792,"https://www.inaturalist.org/observations/86347367","PRESENT",2021,43.900574,-79.430328,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"228",3327966924,"https://www.inaturalist.org/observations/86483116","PRESENT",2021,43.700133,-79.352255,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"229",3327946544,"https://www.inaturalist.org/observations/87139354","PRESENT",2021,43.675552,-79.510619,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"230",3327769256,"https://www.inaturalist.org/observations/86796331","PRESENT",2021,43.947353,-79.473853,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"231",3327768240,"https://www.inaturalist.org/observations/86783436","PRESENT",2021,43.81229,-79.150764,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"232",3327736895,"https://www.inaturalist.org/observations/86472769","PRESENT",2021,43.694653,-79.360917,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"233",3327720897,"https://www.inaturalist.org/observations/86471467","PRESENT",2021,43.694513,-79.362358,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"234",3327709903,"https://www.inaturalist.org/observations/86483252","PRESENT",2021,43.700038,-79.352797,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"235",3327704929,"https://www.inaturalist.org/observations/86475796","PRESENT",2021,43.697772,-79.356362,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"236",3325591102,"https://www.inaturalist.org/observations/85791756","PRESENT",2021,43.877537,-79.489853,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"237",3321313471,"https://www.inaturalist.org/observations/85177013","PRESENT",2021,43.830567,-79.411645,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"238",3314156906,"https://www.inaturalist.org/observations/83754905","PRESENT",2021,43.747592,-79.47335,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"239",3307281937,"https://www.inaturalist.org/observations/82877752","PRESENT",2021,43.87748,-79.490158,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"240",3307205692,"https://www.inaturalist.org/observations/82777548","PRESENT",2021,43.644213,-79.320983,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"241",3302556659,"https://www.inaturalist.org/observations/81624964","PRESENT",2021,43.86502,-79.26802,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"242",3302518350,"https://www.inaturalist.org/observations/82080101","PRESENT",2021,43.965012,-79.081078,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"243",3302408724,"https://www.inaturalist.org/observations/82276861","PRESENT",2021,43.96128,-79.057372,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"244",3302401705,"https://www.inaturalist.org/observations/81091355","PRESENT",2021,43.847946,-79.04287,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"245",3302305853,"https://www.inaturalist.org/observations/82284771","PRESENT",2021,43.673882,-79.294518,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"246",3302195689,"https://www.inaturalist.org/observations/81503046","PRESENT",2021,43.811708,-79.159424,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"247",3302146101,"https://www.inaturalist.org/observations/81597985","PRESENT",2021,43.952263,-79.047944,9,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"248",3302114049,"https://www.inaturalist.org/observations/81625087","PRESENT",2021,43.864508,-79.268822,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"249",3302063033,"https://www.inaturalist.org/observations/81647261","PRESENT",2021,43.7565,-79.655228,10,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"250",3302058387,"https://www.inaturalist.org/observations/80914163","PRESENT",2021,43.699507,-79.312993,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"251",3302033755,"https://www.inaturalist.org/observations/81945649","PRESENT",2021,43.801413,-79.377935,2,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"252",3301842194,"https://www.inaturalist.org/observations/80774563","PRESENT",2021,43.713208,-79.40542,10,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"253",3124895976,"https://www.inaturalist.org/observations/80351925","PRESENT",2021,43.678986,-79.293106,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"254",3124879218,"https://www.inaturalist.org/observations/80531680","PRESENT",2021,43.701163,-79.391785,20,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"255",3124691992,"https://www.inaturalist.org/observations/80442839","PRESENT",2021,43.829883,-79.388497,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"256",3124691130,"https://www.inaturalist.org/observations/80495813","PRESENT",2021,43.78548,-79.457612,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"257",3124644483,"https://www.inaturalist.org/observations/80536607","PRESENT",2021,43.716865,-79.503499,5,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"258",3124564821,"https://www.inaturalist.org/observations/79817600","PRESENT",2021,43.875903,-79.486717,14,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"259",3124539726,"https://www.inaturalist.org/observations/79839675","PRESENT",2021,43.814952,-79.158069,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"260",3124537975,"https://www.inaturalist.org/observations/79948807","PRESENT",2021,43.846293,-79.192884,15,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"261",3118206656,"https://www.inaturalist.org/observations/79511728","PRESENT",2021,43.737828,-79.21021,10,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"262",3117848873,"https://www.inaturalist.org/observations/78906240","PRESENT",2021,43.801075,-79.378548,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"263",3112803283,"https://www.inaturalist.org/observations/77225384","PRESENT",2020,43.828554,-79.300005,19,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"264",3090855860,"https://www.inaturalist.org/observations/62347312","PRESENT",2020,43.708753,-79.240075,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"265",3090854714,"https://www.inaturalist.org/observations/50602878","PRESENT",2020,43.836778,-79.305855,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"266",3090827731,"https://www.inaturalist.org/observations/50601760","PRESENT",2020,43.83662,-79.305847,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"267",3090798922,"https://www.inaturalist.org/observations/73979097","PRESENT",2021,43.913645,-79.204896,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"268",3090796526,"https://www.inaturalist.org/observations/27414719","PRESENT",2019,43.811858,-79.305983,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"269",3090774676,"https://www.inaturalist.org/observations/43496410","PRESENT",2020,43.823722,-79.307922,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"270",3090747788,"https://www.inaturalist.org/observations/51546315","PRESENT",2020,43.767363,-79.379792,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"271",3090739432,"https://www.inaturalist.org/observations/17253388","PRESENT",2018,43.826213,-79.312713,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"272",3090717711,"https://www.inaturalist.org/observations/45677324","PRESENT",2020,43.826233,-79.312758,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"273",3090633726,"https://www.inaturalist.org/observations/50602099","PRESENT",2020,43.836578,-79.305825,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"274",3090629739,"https://www.inaturalist.org/observations/51538795","PRESENT",2020,43.769803,-79.38118,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"275",3090605742,"https://www.inaturalist.org/observations/52214828","PRESENT",2020,43.82617,-79.312653,16,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"276",3090603862,"https://www.inaturalist.org/observations/59413840","PRESENT",2020,43.704228,-79.24083,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"277",3090592701,"https://www.inaturalist.org/observations/49516303","PRESENT",2020,43.863078,-79.281897,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"278",3090585427,"https://www.inaturalist.org/observations/17341730","PRESENT",2018,43.853742,-79.203163,6,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"279",3090584879,"https://www.inaturalist.org/observations/67823729","PRESENT",2021,43.827575,-79.308662,8,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"280",3090579756,"https://www.inaturalist.org/observations/49514932","PRESENT",2020,43.862328,-79.27748,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"281",3090537850,"https://www.inaturalist.org/observations/59413394","PRESENT",2020,43.708522,-79.240913,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"282",3090523813,"https://www.inaturalist.org/observations/56801162","PRESENT",2020,43.83668,-79.305008,12,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"283",3079836140,"https://www.inaturalist.org/observations/73307524","PRESENT",2021,43.911348,-79.224962,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"284",3068102496,"https://www.inaturalist.org/observations/71968146","PRESENT",2021,43.854122,-79.20912,4,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
"285",3032065419,"https://www.inaturalist.org/observations/67808638","PRESENT",2020,43.610308,-79.568358,10,"Vincetoxicum rossicum","Vincetoxicum rossicum (Kleopow) Barbar."
